iter	RMSE
815	3.219210303
816	3.217787133
817	3.215491272
818	3.215320249
819	3.212373624
820	3.211124807
821	3.209410641
822	3.207689786
823	3.207567548
824	3.207016558
825	3.204823039
826	3.202217216
827	3.200817187
828	3.200161872
829	3.199666345
830	3.199117336
831	3.196559055
832	3.19406984
833	3.192585971
834	3.190694963
835	3.190343966
836	3.190108709
837	3.189023764
838	3.187852628
839	3.187295029
840	3.186410862
841	3.18460259
842	3.182707717
843	3.180842737
844	3.179368035
845	3.177234177
846	3.176774673
847	3.174119769
848	3.173065162
849	3.172512042
850	3.17147786
851	3.171344023
852	3.17083839
853	3.169474455
854	3.1687307
855	3.168149947
856	3.166651195
857	3.164388525
858	3.16213608
859	3.160410286
860	3.159289429
861	3.158270714
862	3.157906171
863	3.156348253
864	3.155726107
865	3.154674363
866	3.154519581
867	3.153039192
868	3.152769618
869	3.151362237
870	3.150985571
871	3.148440475
872	3.147426157
873	3.145891358
874	3.144905422
875	3.143892637
876	3.143416128
877	3.143300271
878	3.142450265
879	3.14168031
880	3.141508086
881	3.139158872
882	3.138521085
883	3.136957003
884	3.135032983
885	3.133515156
886	3.131225475
887	3.129228113
888	3.127623024
889	3.126242205
890	3.125682626
891	3.121891292
892	3.118280601
893	3.117794822
894	3.117589512
895	3.11711009
896	3.115032348
897	3.113811472
898	3.112744634
899	3.110677697
900	3.109039827
901	3.108354869
902	3.107341224
903	3.106104045
904	3.104822486
905	3.103858079
906	3.102410973
907	3.097741558
908	3.096734312
909	3.094335607
910	3.093800668
911	3.092313648
912	3.091871979
913	3.089684784
914	3.087526986
915	3.085999814
916	3.083823078
917	3.081820472
918	3.079890308
919	3.076984864
920	3.074507948
921	3.073477664
922	3.073039475
923	3.070737554
924	3.06975776
925	3.068861131
926	3.066898013
927	3.064464452
928	3.062892145
929	3.062078862
930	3.061486353
931	3.060821479
932	3.059143074
933	3.056985055
934	3.055712034
935	3.054675596
936	3.053731295
937	3.051263032
938	3.050895441
939	3.050699578
940	3.048648857
941	3.047763678
942	3.04699384
943	3.045801497
944	3.045604906
945	3.04448231
946	3.044127829
947	3.042180491
948	3.041770522
949	3.040776267
950	3.040486491
951	3.038299836
952	3.036603138
953	3.035728609
954	3.035267783
955	3.033085659
956	3.03229017
957	3.031658618
958	3.029537331
959	3.027268661
960	3.024709707
961	3.023479828
962	3.021605432
963	3.01973585
964	3.018423915
965	3.016796613
966	3.016324527
967	3.015892984
968	3.013696177
969	3.012501166
970	3.011686982
971	3.00876074
972	3.007321276
973	3.005350692
974	3.003465178
975	3.00199409
976	3.000891749
977	2.997805147
978	2.996431869
979	2.996296976
980	2.99552682
981	2.995361729
982	2.993088419
983	2.990961973
984	2.990856758
985	2.988498917
986	2.987530846
987	2.986799236
988	2.985052631
989	2.982988377
990	2.982806915
991	2.981586218
992	2.981184319
993	2.981114903
994	2.980198026
995	2.977165925
996	2.975528443
997	2.974328107
998	2.972095767
999	2.970170752
